,name,country,property_type,price,room_type,bedrooms,beds,accommodates,cancellation_policy,number_of_reviews,minimum_nights,extra_people,maximum_nights,guests_include,review_scores_cleanliness,last_scraped,host_name,host_listings_count,calendar_last_scraped,availability_365,latitude,longitude
2690,Hawaii Is Calling You!! Answer the Call!!,United States,Condominium,99.00,Entire home/apt,0.0,1.0,2,strict_14_with_grace_period,19,3,0.00,30,1,10.0,2019-03-06,Edna,1,2019-03-06,103,-155.99107,19.63583
2691,Kama'iki,United States,House,170.00,Entire home/apt,2.0,2.0,4,strict_14_with_grace_period,5,2,25.00,1125,4,7.0,2019-03-06,Marlene,2,2019-03-06,307,-157.99501,21.31398
2692,Sweet Home in Porto,Portugal,Apartment,20.00,Private room,1.0,1.0,2,moderate,72,1,0.00,3,1,10.0,2019-02-16,Priscila,3,2019-02-16,39,-8.62006,41.16364
2693,Sea View Private Room with Bathroom-TF6,Hong Kong,House,400.00,Private room,1.0,1.0,2,strict_14_with_grace_period,2,1,0.00,1125,1,10.0,2019-03-11,The Cove Hostel,39,2019-03-11,0,113.93341,22.22874
2694,Spacious 3BR condo in the Plateau Mont-Royal,Canada,Condominium,150.00,Entire home/apt,3.0,3.0,6,moderate,1,5,0.00,1125,1,8.0,2019-03-11,Constantin,2,2019-03-11,253,-73.58345,45.53049
2695,Leighton Apartment - Times #E (禮寓-時代館 #E),Hong Kong,Apartment,628.00,Private room,0.0,1.0,2,strict_14_with_grace_period,6,1,100.00,1125,1,10.0,2019-03-11,Chun Hung,12,2019-03-11,81,114.18378,22.2765
2696,2 Rooms Apt Max5 center of Mongkok,Hong Kong,Apartment,502.00,Entire home/apt,2.0,3.0,5,strict_14_with_grace_period,45,2,100.00,7,4,10.0,2019-03-11,Yuki,3,2019-03-11,102,114.16694,22.31738
2697,"Haiku's Best#5--AC, Netflix, Discounts @ 3 nights+",United States,Condominium,99.00,Entire home/apt,1.0,1.0,4,flexible,36,1,5.00,1125,2,10.0,2019-03-06,Floyd,8,2019-03-06,209,-156.31669,20.92976
2698,"Centre of Kadikoy, cozy apartment",Turkey,Serviced apartment,295.00,Entire home/apt,1.0,1.0,4,flexible,0,2,0.00,1125,1,0.0,2019-02-18,Meltem,1,2019-02-18,173,29.03054,40.98513
2699,Cozy Double Room Flat in Taksim 2,Turkey,Serviced apartment,148.00,Entire home/apt,1.0,1.0,2,strict_14_with_grace_period,56,2,0.00,29,2,9.0,2019-02-18,Volkan,11,2019-02-18,334,28.97523,41.03674
2700,WEST COAST,Portugal,Apartment,86.00,Entire home/apt,3.0,4.0,6,flexible,13,7,0.00,1125,1,10.0,2019-02-16,Catherine,1,2019-02-16,145,-8.73359,41.29349
2701,Porto Views and Wines III by Porto City Hosts,Portugal,Apartment,35.00,Entire home/apt,1.0,1.0,2,moderate,14,2,0.00,1125,1,10.0,2019-02-16,Porto City Hosts,6,2019-02-16,343,-8.61388,41.13771
2702,"Quiet area, Wan Chai Centre, Near Tram station",Hong Kong,Apartment,950.00,Entire home/apt,2.0,3.0,7,strict_14_with_grace_period,17,4,100.00,1125,4,10.0,2019-03-11,Cherry,6,2019-03-11,99,114.17093,22.27793
2703,White Appealing furniture and large room with,Australia,House,65.00,Private room,1.0,1.0,2,flexible,0,7,0.00,1125,1,0.0,2019-03-07,Stavi,3,2019-03-07,91,151.11431,-33.81832
2704,Brand New One Master Bedroom Epping 全新一主人套房Epping,Australia,House,57.00,Private room,1.0,1.0,2,strict_14_with_grace_period,53,1,0.00,1125,1,10.0,2019-03-07,Xiaowen,1,2019-03-07,0,151.06361,-33.78271
2705,2 level Modern Loft in CBD -B3,Australia,Loft,161.00,Entire home/apt,1.0,3.0,4,strict_14_with_grace_period,62,2,20.00,28,2,9.0,2019-03-07,Jason,2,2019-03-07,62,151.20861,-33.88709
2706,Cozy 1BR in heart of Hong Kong,Hong Kong,Apartment,848.00,Entire home/apt,1.0,1.0,2,flexible,4,3,0.00,1125,1,10.0,2019-03-11,Amelia,1,2019-03-11,155,114.14024,22.28631
2707,Newly renovated Paddington Terrace,Australia,House,235.00,Entire home/apt,2.0,2.0,4,strict_14_with_grace_period,0,2,0.00,30,1,0.0,2019-03-07,Riley,1,2019-03-07,0,151.22471,-33.88175
2708,FORMOSA 79 - 2F - New loft at Porto center,Portugal,Apartment,45.00,Entire home/apt,0.0,2.0,3,flexible,36,2,10.00,1125,2,9.0,2019-02-16,Sara,5,2019-02-16,288,-8.60224,41.14636
2709,Big sunny room! Perfect location!,Spain,Apartment,45.00,Private room,1.0,2.0,3,strict_14_with_grace_period,8,1,21.00,1124,1,8.0,2019-03-08,Uncredable,5,2019-03-08,66,2.19584,41.39595
2710,"Tuyap fuar alanına yakın lux rezidence,apartment",Turkey,Apartment,190.00,Entire home/apt,1.0,1.0,2,flexible,0,1,223.00,1125,2,0.0,2019-02-18,Halit,14,2019-02-18,365,28.62642,41.02622
2711,Downtown Historic Apartments T1 + Terrace,Portugal,Apartment,55.00,Entire home/apt,1.0,2.0,3,strict_14_with_grace_period,2,2,15.00,548,2,7.0,2019-02-16,Flats4Rent,19,2019-02-16,249,-8.60265,41.14604
2712,Flat in Moda near the sea for one or two persons.,Turkey,Serviced apartment,84.00,Entire home/apt,1.0,1.0,2,flexible,0,90,0.00,365,1,0.0,2019-02-18,Kemal,2,2019-02-18,199,29.02331,40.98428
2713,Split level loft apartment in Darlinghurst,Australia,Apartment,246.00,Entire home/apt,2.0,2.0,4,moderate,51,1,25.00,1125,2,8.0,2019-03-07,Naveen,3,2019-03-07,2,151.22245,-33.87594
2714,Spacious and Amazing Location!,United States,Apartment,200.00,Entire home/apt,1.0,2.0,4,moderate,4,3,10.00,1125,1,8.0,2019-03-06,Ashley,2,2019-03-06,0,-73.98137,40.73997
2715,2379 - AB Vila Olimpica - Icaria Apartment - Bright and modern apartment with amazing pool in Vila Olímpica,Spain,Apartment,80.00,Entire home/apt,1.0,1.0,3,moderate,0,32,0.00,330,3,0.0,2019-03-08,Robbie & Kay,113,2019-03-08,65,2.19552,41.39343
2716,2541 - AB GRACIA SPACIOUS - Apartment for 4 with private terrace in Gràcia,Spain,Apartment,70.00,Entire home/apt,2.0,3.0,4,moderate,0,32,0.00,330,4,0.0,2019-03-08,Robbie & Kay,113,2019-03-08,334,2.16088,41.39817
2717,Brand new appartmen in Porto´s heart.,Portugal,Apartment,55.00,Entire home/apt,1.0,2.0,3,moderate,13,2,10.00,1125,2,9.0,2019-02-16,Dónigo - Imobiliária S.A.,2,2019-02-16,136,-8.60605,41.14458
2718,Porto Downtown Luxury Studio,Portugal,Apartment,65.00,Entire home/apt,0.0,2.0,4,flexible,4,1,0.00,1125,1,9.0,2019-02-16,Ricardo,12,2019-02-16,308,-8.60705,41.15192
2719,Bright cosy clean apartment,Australia,Apartment,70.00,Private room,1.0,1.0,3,moderate,0,1,0.00,7,1,0.0,2019-03-07,Vivian,1,2019-03-07,0,151.19021,-33.92305
2720,"Private Room's ""Gaya"" (Nº2) Low-Cost",Portugal,Townhouse,15.00,Private room,1.0,1.0,2,strict_14_with_grace_period,25,1,11.00,30,1,10.0,2019-02-16,Filipe,3,2019-02-16,180,-8.63152,41.12074
2721,"Private Room's ""Gaya"" (Nº3) Low-Cost",Portugal,Townhouse,15.00,Private room,1.0,1.0,2,strict_14_with_grace_period,8,1,11.00,30,1,10.0,2019-02-16,Filipe,3,2019-02-16,174,-8.63221,41.12073
2722,Excelente quarto em apto no R. Comprido,Brazil,Apartment,101.00,Private room,1.0,1.0,2,flexible,1,2,100.00,30,1,10.0,2019-02-11,Joel,1,2019-02-11,334,-43.208941782382105,-22.919290089687333
2723,"Oceanside Peace in Paradise - 3 bdrm, 2 bath",United States,House,750.00,Entire home/apt,3.0,3.0,6,moderate,0,7,0.00,1125,1,0.0,2019-03-06,Jackie,3,2019-03-06,272,-157.7242,21.39336
2724,WONDERFUL APARTMENT NEAR PASEO DE GRACIA,Spain,Apartment,80.00,Entire home/apt,3.0,5.0,7,strict_14_with_grace_period,13,2,20.00,1125,3,9.0,2019-03-08,Mara,22,2019-03-08,275,2.15482,41.38046
2725,Chambre lumineuse dans le Mile end!,Canada,Apartment,40.00,Private room,1.0,1.0,2,strict_14_with_grace_period,1,3,0.00,1125,2,0.0,2019-03-11,Laurence,1,2019-03-11,0,-73.59643,45.52697
2726,Ka maluhia a me ke aloha Kohala,United States,Guesthouse,85.00,Entire home/apt,1.0,1.0,2,flexible,12,1,0.00,90,1,10.0,2019-03-06,Joyce,2,2019-03-06,274,-155.9835,19.73763
2727,Apartamento Céntrico,Spain,Guesthouse,50.00,Private room,1.0,1.0,2,flexible,2,1,44.00,1125,1,8.0,2019-03-08,Lara,2,2019-03-08,365,2.14741,41.37974
2728,Big double room with private bathroom,Spain,Apartment,55.00,Private room,1.0,1.0,2,moderate,16,2,0.00,1125,1,10.0,2019-03-08,Angel,1,2019-03-08,0,2.14306,41.38186
2729,Espaço Palmeiras,Portugal,Apartment,40.00,Entire home/apt,3.0,6.0,6,flexible,3,2,15.00,1125,1,10.0,2019-02-16,Paulo,1,2019-02-16,0,-8.60358,41.11205
2730,Surry Hills Gem - Private Bathroom & Bedroom,Australia,House,70.00,Private room,1.0,1.0,1,flexible,16,3,0.00,14,1,10.0,2019-03-07,Frances,3,2019-03-07,1,151.21572,-33.88531
2731,Humble LOFT - In the ❤ of OLD PORT / Old Montreal,Canada,Loft,66.00,Entire home/apt,1.0,2.0,4,strict_14_with_grace_period,44,2,21.00,64,1,10.0,2019-03-11,Yanick,2,2019-03-11,58,-73.55192,45.50945
2732,Private room at Barra / Quarto privativo na Barra,Brazil,Condominium,201.00,Private room,1.0,1.0,1,moderate,2,1,0.00,1125,1,10.0,2019-02-11,Paula,1,2019-02-11,89,-43.32005393936848,-23.008770033906796
2733,Bondi Beachside Bliss,Australia,Apartment,200.00,Entire home/apt,2.0,3.0,4,strict_14_with_grace_period,0,3,0.00,1125,1,0.0,2019-03-07,Clarissa,1,2019-03-07,0,151.27057,-33.88326
2734,One-Bedroom Apartment With Balcony! (Bridges),Portugal,Apartment,90.00,Entire home/apt,1.0,2.0,4,strict_14_with_grace_period,0,2,0.00,28,1,0.0,2019-02-16,OportoDesign,8,2019-02-16,228,-8.61027,41.14334
2735,Double Room with private WC,Portugal,Hostel,60.00,Private room,1.0,1.0,2,flexible,0,1,0.00,30,1,0.0,2019-02-16,Oporto,4,2019-02-16,56,-8.60819,41.15338
2736,Superbe maison vintage au cœur du plateau,Canada,House,284.00,Entire home/apt,3.0,3.0,6,flexible,0,4,0.00,1125,1,0.0,2019-03-11,Kyle,12,2019-03-11,365,-73.56918,45.53972
2737,Room A4,Spain,Apartment,79.00,Private room,1.0,3.0,3,flexible,34,1,0.00,1125,1,9.0,2019-03-08,Sam,2,2019-03-08,344,2.16673,41.38789
2738,Tranquillité en ville près de tous,Canada,Condominium,64.00,Entire home/apt,1.0,1.0,3,flexible,3,7,0.00,1125,1,10.0,2019-03-11,Johanne,1,2019-03-11,228,-73.62062,45.54563
2739,Free Parking! North Star Flats@Ribeira & Cellars 5,Portugal,Apartment,45.00,Entire home/apt,1.0,2.0,2,strict_14_with_grace_period,56,2,0.00,1125,1,10.0,2019-02-16,Maria Fernando,7,2019-02-16,289,-8.61182,41.13719
2740,"Kona Reef, F5 - Beautiful remodeled Condo stunning ocean/sunset views",United States,Condominium,159.00,Entire home/apt,1.0,1.0,3,strict_14_with_grace_period,10,1,0.00,720,1,9.0,2019-03-06,First Island Realty,6,2019-03-06,308,-155.98876,19.63025
2741,Habitación doble en el centro de la ciudad,Spain,Apartment,47.00,Private room,1.0,1.0,2,strict_14_with_grace_period,23,2,0.00,30,1,10.0,2019-03-08,Yanina,1,2019-03-08,2,2.18358,41.38484
2742,Mr. world traveler,Portugal,Apartment,44.00,Private room,2.0,2.0,5,moderate,9,2,10.00,7,1,8.0,2019-02-16,(Joe)  American Club,1,2019-02-16,365,-8.63757,41.03778
2743,2633 - AB Barceloneta - Artistic Style Apartment - Beachside apartment for 2 with balcony and WiFi,Spain,Apartment,60.00,Entire home/apt,1.0,1.0,2,moderate,0,32,0.00,330,2,0.0,2019-03-08,Robbie & Kay,113,2019-03-08,29,2.19012,41.38033
2744,"900+sq ft Modern Comfy Apartment, TST Centre",Hong Kong,Apartment,1978.00,Entire home/apt,2.0,7.0,12,strict_14_with_grace_period,11,2,180.00,1124,4,9.0,2019-03-11,Abagail,12,2019-03-11,74,114.17384,22.29765
2745,Surfers Farm Shack,United States,Other,85.00,Entire home/apt,0.0,1.0,2,flexible,29,1,0.00,1125,1,9.0,2019-03-06,Erik,4,2019-03-06,125,-158.15757,21.57967
2746,"Studio Ángel ""Plaza De España""",Spain,Loft,50.00,Entire home/apt,0.0,2.0,2,strict_14_with_grace_period,1,32,0.00,1125,1,8.0,2019-03-08,Apartments Toni Space Barcelona,11,2019-03-08,243,2.14587,41.37808
2747,Cosy Private Room in Center,Turkey,Apartment,63.00,Private room,1.0,1.0,2,moderate,20,2,50.00,1125,1,10.0,2019-02-18,Esra,1,2019-02-18,88,29.01676,41.02681
2748,A Casa das 3 Marias,Portugal,Tiny house,45.00,Entire home/apt,1.0,2.0,4,moderate,12,1,4.00,1125,2,10.0,2019-02-16,Hélia E José,2,2019-02-16,330,-8.59647,41.14246
2749,"Next Escalator: Luxury Condo w Pool, Gym&Concierge",Hong Kong,Serviced apartment,1994.00,Entire home/apt,0.0,1.0,2,strict_14_with_grace_period,4,3,0.00,1125,1,10.0,2019-03-11,Jonas,1,2019-03-11,34,114.15346,22.2811
2750,1★BEACH HOUSE★ Patio ★ FREE Parking ★ WiFi★W/D ★,United States,Apartment,95.00,Entire home/apt,1.0,2.0,4,moderate,29,1,0.00,1125,1,9.0,2019-03-06,Jp,4,2019-03-06,35,-157.82312,21.27494
2751,"Large attic room, ensuite bathroom Forest Lodge",Australia,Townhouse,70.00,Private room,1.0,1.0,2,strict_14_with_grace_period,35,1,0.00,14,1,10.0,2019-03-07,Casey,1,2019-03-07,74,151.17949,-33.88057
2752,Room Free Breakfast close to Hagia Sophia401,Turkey,Bed and breakfast,127.00,Private room,1.0,2.0,2,flexible,0,1,0.00,1125,1,0.0,2019-02-18,Yusuf,7,2019-02-18,317,28.96401,41.00537
2753,Porto Náutico 5 | Deluxe Studio,Portugal,Loft,60.00,Entire home/apt,0.0,2.0,2,flexible,1,1,0.00,1125,2,10.0,2019-02-16,Porto,13,2019-02-16,266,-8.61233,41.15187
2754,Your Penthouse in Rio,Brazil,Apartment,377.00,Entire home/apt,1.0,1.0,2,moderate,0,2,93.00,1125,1,0.0,2019-02-11,Fernanda,1,2019-02-11,0,-43.22797132429346,-22.98667769766149
2755,The best location and comfortable beautique hotel,Turkey,Boutique hotel,142.00,Private room,1.0,1.0,2,flexible,0,1,0.00,1125,1,0.0,2019-02-18,Meftun,1,2019-02-18,17,28.97162,41.02827
2756,"IS 302!! 1 bedroom, condo with amazing ocean views",United States,Condominium,250.00,Entire home/apt,1.0,1.0,4,strict_14_with_grace_period,3,1,0.00,1125,1,7.0,2019-03-06,Tricia,5,2019-03-06,352,-156.45171,20.7298
2757,Espaço maravilhoso no Estácio,Brazil,Apartment,104.00,Private room,1.0,1.0,1,flexible,0,1,80.00,60,1,0.0,2019-02-11,Adriana,2,2019-02-11,356,-43.19306782705259,-22.916146943684616
2758,Large Townhouse Prime Location Surry Hills & City,Australia,Townhouse,451.00,Entire home/apt,3.0,3.0,6,strict_14_with_grace_period,2,1,0.00,1125,1,8.0,2019-03-07,Tarah,4,2019-03-07,97,151.21391,-33.88587
2759,Back-to-Back House II,Portugal,Townhouse,48.00,Entire home/apt,2.0,3.0,6,strict_14_with_grace_period,304,2,10.00,15,2,9.0,2019-02-16,Joana & Rui,2,2019-02-16,247,-8.61448,41.14982
2760,"""PalaisDesCongres Condo""OLDMtl/Dt Free Parking",Canada,Apartment,199.00,Entire home/apt,1.0,4.0,6,strict_14_with_grace_period,51,1,15.00,31,2,9.0,2019-03-11,Julia Et Philly,4,2019-03-11,135,-73.56225,45.50526
2761,Batllo Apartment Barcelona,Spain,Apartment,85.00,Entire home/apt,1.0,3.0,4,flexible,1,29,0.00,1125,1,10.0,2019-03-08,Marcel,2,2019-03-08,242,2.16187,41.39228
2762,Tranquil Garden Getaway,United States,Apartment,125.00,Entire home/apt,1.0,1.0,2,strict_14_with_grace_period,19,3,0.00,60,2,10.0,2019-03-06,John And Chris,1,2019-03-06,163,-155.92696,19.51331
2763,"Nice room, Lovely apartment next to the beach",Spain,Apartment,44.00,Private room,1.0,1.0,2,strict_14_with_grace_period,15,2,0.00,1125,1,8.0,2019-03-08,Jor,1,2019-03-08,85,2.19975,41.40125
2764,Terrace Guesthouse FAMILY ROOM,Turkey,Boutique hotel,833.00,Private room,2.0,4.0,5,flexible,0,1,0.00,1125,1,0.0,2019-02-18,Doğan,3,2019-02-18,365,28.98059,41.0057
2765,Modern apartment Bondi Beach,Australia,Apartment,200.00,Entire home/apt,1.0,1.0,2,strict_14_with_grace_period,2,2,0.00,1124,1,10.0,2019-03-07,Boudine,1,2019-03-07,36,151.26902,-33.8944
2766,La lumière,Canada,Condominium,50.00,Entire home/apt,2.0,2.0,3,flexible,4,300,0.00,1125,1,9.0,2019-03-11,Jalil,1,2019-03-11,179,-73.63115,45.50941
2767,Clean Private Studio/Full Bath & Kitchenette #1,United States,Guesthouse,53.00,Entire home/apt,0.0,2.0,4,flexible,22,1,20.00,1125,2,10.0,2019-03-06,Alex & Kate,3,2019-03-06,161,-155.63085,19.04513
2768,-MAISON ALEXANDRA- 3 STOREY WATERFRONT PH FLOOR,Canada,Loft,1200.00,Entire home/apt,7.0,7.0,16,strict_14_with_grace_period,9,2,75.00,1125,12,10.0,2019-03-11,Jonathan,6,2019-03-11,207,-73.55329,45.50303
2769,Cacao-Ocean Room at Hamakua Chocolate Farm,United States,Farm stay,169.00,Private room,1.0,1.0,2,flexible,12,2,0.00,9,1,10.0,2019-03-06,Berndt And Dan,3,2019-03-06,145,-155.10169,19.79571
2770,"Hong Kong University, MTR station 5 min walk away",Hong Kong,Apartment,856.00,Entire home/apt,2.0,3.0,6,strict_14_with_grace_period,63,2,157.00,1125,2,9.0,2019-03-11,Brend,12,2019-03-11,314,114.13993,22.28482
2771,Cozy Room near the Beach and 10 min away city cent,Spain,Loft,50.00,Private room,1.0,1.0,2,strict_14_with_grace_period,24,3,0.00,20,1,9.0,2019-03-08,Carlos,3,2019-03-08,140,2.19918,41.39715
2772,"HKJL03-D Mongkok cozy R,kitchen,1.2*2m bed,wifi",Hong Kong,Condominium,424.00,Private room,1.0,1.0,2,moderate,11,1,0.00,365,1,9.0,2019-03-11,Laura,39,2019-03-11,75,114.16911,22.32093
2773,(inRAMBLAS) 1double room! Historic center,Spain,Apartment,68.00,Private room,1.0,2.0,2,strict_14_with_grace_period,49,2,12.00,30,2,9.0,2019-03-08,Jorge,4,2019-03-08,47,2.17696,41.37818
2774,İstanbul Üsküdar  Sweet House in Rent for 4 months,Turkey,Apartment,95.00,Shared room,1.0,3.0,2,flexible,0,1,53.00,120,3,0.0,2019-02-18,Mehtap,1,2019-02-18,119,29.01415,41.01496
2775,*-25% Discount* Modern Space Suite  with Concierge,Canada,Serviced apartment,99.00,Entire home/apt,1.0,2.0,5,strict_14_with_grace_period,19,2,20.00,1125,4,9.0,2019-03-11,Lux For Less,13,2019-03-11,0,-73.57948,45.49994
2776,"The Aloha Studio in Sunny Kihei, Maui!",United States,Condominium,110.00,Entire home/apt,1.0,1.0,2,strict_14_with_grace_period,49,3,0.00,1125,1,9.0,2019-03-06,Philippe & Sofia,2,2019-03-06,229,-156.45704,20.76492
2777,High Quality App + rooftop in trendy central area,Hong Kong,Apartment,950.00,Entire home/apt,1.0,1.0,2,flexible,16,3,0.00,1125,1,10.0,2019-03-11,Klaas-Jan,1,2019-03-11,2,114.16933,22.27582
2778,"Elegant Plateau #6, WiFi & A/C",Canada,Apartment,119.00,Entire home/apt,1.0,1.0,4,strict_14_with_grace_period,20,2,0.00,1125,1,9.0,2019-03-11,Irina,12,2019-03-11,351,-73.57711,45.52783
2779,56E 2 Bedrooms 1 Bathroom Apartment for Lease,Hong Kong,Serviced apartment,754.00,Entire home/apt,2.0,2.0,4,flexible,0,28,0.00,1125,1,0.0,2019-03-11,Rita,19,2019-03-11,362,113.95126,22.29375
2780,Leo's economy accommodation,Australia,House,65.00,Private room,4.0,4.0,2,flexible,0,1,0.00,31,1,0.0,2019-03-07,Leo,1,2019-03-07,0,150.97336,-33.76091
2781,Paseo de Gracia Apartment 4 3,Spain,Apartment,90.00,Entire home/apt,1.0,2.0,4,strict_14_with_grace_period,0,3,20.00,1125,2,0.0,2019-03-08,Apartime,34,2019-03-08,289,2.17051,41.39397
2782,Cosy Hidaway in the centre of Mongkok,Hong Kong,Apartment,1083.00,Entire home/apt,1.0,1.0,4,moderate,3,2,300.00,10,2,9.0,2019-03-11,菁,5,2019-03-11,0,114.17397,22.31843
2783,So close of tourist attractions :),Brazil,Apartment,127.00,Private room,1.0,1.0,2,strict_14_with_grace_period,43,1,60.00,1125,1,10.0,2019-02-11,Mônica,2,2019-02-11,318,-43.174249308152504,-22.912190530528722
2784,ruhige Wohnung mit WLAN in Barcelona,Spain,Apartment,59.00,Entire home/apt,0.0,2.0,4,flexible,6,3,0.00,140,1,8.0,2019-03-08,Rafael,1,2019-03-08,11,2.13589,41.40416
2785,Stylish & Stunning 2br Apartment Perfectly Located,Canada,Apartment,180.00,Entire home/apt,2.0,2.0,6,strict_14_with_grace_period,11,2,0.00,1125,1,10.0,2019-03-11,Pine Tree,25,2019-03-11,104,-73.57113,45.51169
2786,Quirky & Modern Flat in Sheung Wan,Hong Kong,Apartment,903.00,Entire home/apt,1.0,1.0,2,strict_14_with_grace_period,8,2,160.00,1125,2,10.0,2019-03-11,Daniel,1,2019-03-11,0,114.15004,22.2838
2787,Cozy Apartment Las Ramblas,Spain,Apartment,45.00,Entire home/apt,1.0,1.0,2,strict_14_with_grace_period,2,31,0.00,1125,1,10.0,2019-03-08,Carla,15,2019-03-08,0,2.1737,41.3846
2788,Double room & private toilet near Sagrada Familia,Spain,Apartment,29.00,Private room,1.0,1.0,2,flexible,24,2,15.00,7,1,10.0,2019-03-08,Eduard,1,2019-03-08,10,2.17877,41.41463
2789,ON Passeig de Gràcia LUXURY 2BR TERRACE&concierge,Spain,Serviced apartment,160.00,Entire home/apt,2.0,3.0,4,strict_14_with_grace_period,0,32,0.00,1125,1,0.0,2019-03-08,Jaume,25,2019-03-08,352,2.16664,41.39064
2790,Cozy Brooklyn Witchy Apartment (Pet Friendly),United States,Apartment,47.00,Private room,1.0,1.0,2,strict_14_with_grace_period,9,1,15.00,90,2,8.0,2019-03-07,Elisabeth,1,2019-03-07,3,-73.92316,40.67085
2791,Chambre privée quartier Le Village - Berri-UQAM,Canada,Apartment,23.00,Entire home/apt,1.0,1.0,2,flexible,2,3,0.00,7,1,10.0,2019-03-11,Anaelle,1,2019-03-11,0,-73.55932,45.5173
2792,Comfy and Quiet Alexandria Apartment,Australia,Apartment,151.00,Entire home/apt,2.0,2.0,4,flexible,0,4,0.00,30,1,0.0,2019-03-07,Damien,2,2019-03-07,0,151.19281,-33.90587
2793,Beautiful room at Tibidabbo,Spain,Serviced apartment,17.00,Private room,1.0,1.0,1,moderate,5,60,5.00,90,1,10.0,2019-03-08,Chris,1,2019-03-08,75,2.13289,41.41021
2794,Newly renovated apt  ***5 mins to Causeway bay***,Hong Kong,Apartment,424.00,Entire home/apt,0.0,1.0,2,strict_14_with_grace_period,1,5,0.00,1125,1,10.0,2019-03-11,Shirley,2,2019-03-11,160,114.18573,22.27081
2795,Belle chambre lumineuse sur le plateau,Canada,Apartment,25.00,Private room,1.0,1.0,2,flexible,1,4,0.00,11,1,0.0,2019-03-11,Clémentine,1,2019-03-11,0,-73.56457,45.53236
2796,Double Room /w Harbour Bridge view,Australia,Apartment,75.00,Private room,1.0,1.0,2,flexible,0,2,0.00,1125,1,0.0,2019-03-07,Lyly,1,2019-03-07,0,151.22108,-33.83853
2797,Yindi One Boavista,Portugal,Apartment,50.00,Entire home/apt,1.0,1.0,2,moderate,15,2,0.00,1124,2,9.0,2019-02-16,Diogo,2,2019-02-16,46,-8.62669,41.15895
2798,City Centre & Calm Room,Turkey,Apartment,179.00,Entire home/apt,0.0,1.0,2,moderate,25,3,0.00,1125,1,10.0,2019-02-18,Şakir,3,2019-02-18,65,28.98269,41.03971
2799,Cozy Double Rm 4 next to Jordan MTR,Hong Kong,Apartment,338.00,Private room,1.0,1.0,2,strict_14_with_grace_period,58,1,0.00,1125,1,9.0,2019-03-11,Stephen,8,2019-03-11,84,114.17219,22.30672
2800,Suen Apart,Turkey,Apartment,417.00,Entire home/apt,0.0,1.0,2,moderate,0,1,0.00,1125,1,0.0,2019-02-18,Mehmet Fasih,1,2019-02-18,365,28.97933,41.03038
2801,"Apartment for 4 people, near the beach!",Brazil,Apartment,168.00,Entire home/apt,1.0,1.0,4,strict_14_with_grace_period,0,2,40.00,15,2,0.0,2019-02-11,Luiza,10,2019-02-11,76,-43.20362663891892,-22.983508564264493
2802,Barcelona Just Like Home - Green,Spain,Apartment,120.00,Entire home/apt,2.0,3.0,5,moderate,14,2,20.00,1125,2,10.0,2019-03-08,Barcelona,3,2019-03-08,37,2.13627,41.37637
2803,The Club Suite (King & sofa bed),Canada,Apartment,191.00,Entire home/apt,1.0,1.0,4,strict_14_with_grace_period,2,31,0.00,1125,2,10.0,2019-03-11,Shannon,12,2019-03-11,365,-73.58108,45.49998
